CODCLIFOR;TIPOCF;CODREPRES;NOMEFAN;CIDADE;UF;CODMUNICIPIO;TIPOPESSOA;COBRBANC;PRAZOPGTO
2.644;1;;Cliente 2644;;SP;;2;-1;0
2.646;1;;Cliente 2646;;SP;;2;-1;0
2.647;1;;Cliente 2647;;SP;;2;-1;0
2.648;1;;Cliente 2648;;SP;;2;-1;0
2.650;1;32;Cliente 2650;SAO PAULO;SP;3550308;2;-1;14
2.651;1;9;Cliente 2651;SAO PAULO;SP;3550308;2;-1;14
2.652;1;;Cliente 2652;SAO PAULO;SP;3550308;2;0;0
2.653;1;9;Cliente 2653;;SP;;2;-1;0
2.654;1;4;Cliente 2654;UBATUBA;SP;3555406;2;-1;14
2.655;1;9;Cliente 2655;SAO PAULO;SP;3550308;2;-1;14
2.656;1;9;Cliente 2656;SAO PAULO;SP;3550308;2;-1;14
2.657;1;9;Cliente 2657;;SP;;2;-1;0
2.658;1;9;Cliente 2658;SAO PAULO;SP;3550308;2;0;0
2.659;1;9;Cliente 2659;SAO PAULO;SP;3550308;2;-1;14
2.660;1;9;Cliente 2660;SAO PAULO;SP;3550308;2;-1;21
2.662;1;9;Cliente 2662;SAO PAULO;SP;3550308;2;-1;14
2.663;1;27;Cliente 2663;SÃO PAULO;SP;3550308;2;-1;14
2.664;1;9;Cliente 2664;SAO PAULO;SP;3550308;2;-1;7
2.666;1;9;Cliente 2666;GUARULHOS;SP;3518800;2;-1;7
2.667;1;9;Cliente 2667;SAO PAULO;SP;3550308;2;-1;21
2.668;1;9;Cliente 2668;SAO PAULO;SP;3550308;2;-1;10
2.669;1;27;Cliente 2669;SAO PAULO;SP;3550308;2;-1;10
2.670;1;9;Cliente 2670;SAO PAULO;SP;3550308;2;-1;0
2.671;1;9;Cliente 2671;SANTO ANDRÉ;SP;3547809;2;-1;5
2.672;1;27;Cliente 2672;SAO PAULO;SP;3550308;2;-1;14
2.673;1;28;Cliente 2673;SAO PAULO;SP;3550308;2;-1;14
2.674;1;9;Cliente 2674;SAO PAULO;SP;;2;-1;0
2.675;1;29;Cliente 2675;SAO PAULO;SP;3550308;2;-1;14
2.676;1;9;Cliente 2676;BARUERI;SP;3505708;2;-1;7
2.677;1;;Cliente 2677;;SP;;1;-1;0
2.678;1;31;Cliente 2678;;SP;;1;-1;0
2.679;1;31;Cliente 2679;SAO PAULO;SP;;1;-1;0
2.680;1;31;Cliente 2680;SAO PAULO;SP;;2;-1;0
2.681;1;31;Cliente 2681;;SP;;1;-1;0
2.682;1;31;Cliente 2682;;SP;;1;-1;0
2.683;1;31;Cliente 2683;;SP;;1;-1;0
2.684;1;31;Cliente 2684;;SP;;1;-1;0
2.685;1;31;Cliente 2685;SAO PAULO;SP;;1;-1;0
2.686;1;31;Cliente 2686;SAO PAULO;SP;;2;-1;0
2.687;1;31;Cliente 2687;SAO PAULO;SP;;1;-1;0
2.689;1;31;Cliente 2689;SAO PAULO;SP;;1;-1;0
2.690;1;31;Cliente 2690;SAO PAULO;SP;;1;-1;0
2.691;1;31;Cliente 2691;SAO PAULO;SP;;1;-1;0
2.692;1;31;Cliente 2692;SAO PAULO;SP;;1;0;0
2.693;1;31;Cliente 2693;SAO PAULO;SP;;1;-1;0
2.694;1;31;Cliente 2694;SAO PAULO;SP;;1;-1;0
2.695;1;31;Cliente 2695;;SP;;1;-1;0
2.696;1;31;Cliente 2696;;SP;;1;-1;0
2.697;1;31;Cliente 2697;SAO PAULO;SP;;1;-1;0
2.698;1;31;Cliente 2698;SAO PAULO;SP;;1;-1;0
2.699;1;31;Cliente 2699;sao paulo;SP;;1;-1;0
2.700;1;31;Cliente 2700;;SP;;1;-1;0
2.701;1;31;Cliente 2701;SAO PAULO;SP;;1;-1;0
2.702;1;31;Cliente 2702;SAO PAULO;SP;;1;-1;0
2.703;1;31;Cliente 2703;SAO PAULO;SP;;1;-1;0
2.704;1;31;Cliente 2704;;SP;;1;-1;0
2.705;1;31;Cliente 2705;SAO PAULO;SP;;1;-1;0
2.706;1;31;Cliente 2706;SAO PAULOI;SP;;1;-1;0
2.707;1;31;Cliente 2707;SAO PAULO;SP;;1;-1;0
2.708;1;31;Cliente 2708;SAO PAULO;SP;;1;-1;0
2.709;1;31;Cliente 2709;SAO PAULO;SP;;1;-1;0
2.710;1;31;Cliente 2710;;SP;;1;-1;0
2.711;1;31;Cliente 2711;;SP;;1;-1;0
2.712;1;31;Cliente 2712;SAO PAULO;SP;;1;-1;0
2.713;1;31;Cliente 2713;SAO PAULO;SP;;1;-1;0
2.714;1;31;Cliente 2714;SAO PAULO;SP;;1;-1;0
2.715;1;31;Cliente 2715;SAO PAULO;SP;;1;-1;0
2.716;1;31;Cliente 2716;;SP;;1;-1;0
2.717;1;31;Cliente 2717;;SP;;1;-1;0
2.718;1;31;Cliente 2718;;SP;;2;-1;0
2.719;1;31;Cliente 2719;SAO PAULO;SP;;1;-1;0
2.720;1;31;Cliente 2720;SANTO ANDRE;SP;;1;-1;0
2.721;1;31;Cliente 2721;;SP;;1;-1;0
2.722;1;31;Cliente 2722;SAO PAULO;SP;;1;-1;0
2.723;1;31;Cliente 2723;SAO PAULO;SP;;1;-1;0
2.724;1;31;Cliente 2724;SAO PAULO;SP;;1;-1;0
2.726;1;31;Cliente 2726;SAO PAULO;SP;;1;-1;0
2.727;1;31;Cliente 2727;SAO PAULO;SP;;1;-1;0
2.728;1;31;Cliente 2728;SAO PAULO;SP;;1;-1;0
2.729;1;31;Cliente 2729;;SP;;1;-1;0
2.730;1;31;Cliente 2730;SAO PAULO;SP;;1;-1;0
2.731;1;31;Cliente 2731;;SP;;1;-1;0
2.732;1;31;Cliente 2732;;SP;;2;-1;0
2.733;1;31;Cliente 2733;SAO PAULO;SP;;1;-1;0
2.734;1;31;Cliente 2734;;SP;;1;-1;0
2.735;1;31;Cliente 2735;;SP;;1;-1;0
2.736;1;31;Cliente 2736;SAO PAULO;SP;;1;-1;0
2.737;1;31;Cliente 2737;SAO PAULO;SP;;1;-1;0
2.738;1;31;Cliente 2738;SAO PAULO;SP;;1;-1;0
2.739;1;31;Cliente 2739;;SP;;1;-1;0
2.740;1;31;Cliente 2740;SAO PAULO;SP;;1;0;0
2.741;1;31;Cliente 2741;SAO PAULO;SP;;1;-1;0
2.742;1;31;Cliente 2742;SAO PAULO;SP;;1;-1;0
2.743;1;31;Cliente 2743;SAO PAULO;SP;;1;-1;0
2.744;1;31;Cliente 2744;SAO PAULO;SP;;1;0;0
2.745;1;31;Cliente 2745;SAO PAULO;SP;;1;-1;0
2.746;1;31;Cliente 2746;SAO PAULO;SP;;1;-1;0
2.747;1;31;Cliente 2747;SAO PAULO;SP;;1;-1;0
2.748;1;31;Cliente 2748;;SP;;1;-1;0
2.749;1;31;Cliente 2749;SAO PAULO;SP;;1;-1;0
2.750;1;31;Cliente 2750;SÃO PAULO;SP;;1;-1;0
2.751;1;31;Cliente 2751;SAO PAULO;SP;;1;-1;0
2.752;1;31;Cliente 2752;SAO PAULO;SP;;1;-1;0
2.753;1;31;Cliente 2753;;SP;;1;-1;0
2.754;1;31;Cliente 2754;;SP;;1;-1;0
2.756;1;31;Cliente 2756;SAO PAULO;SP;;1;-1;0
2.757;1;31;Cliente 2757;;SP;;1;-1;0
2.758;1;31;Cliente 2758;;SP;;1;-1;0
2.759;1;31;Cliente 2759;;SP;;1;-1;0
2.760;1;31;Cliente 2760;;SP;;2;-1;0
2.761;1;31;Cliente 2761;;SP;;2;-1;0
2.763;1;31;Cliente 2763;;SP;;1;-1;0
2.764;1;31;Cliente 2764;;SP;;2;-1;0
2.766;1;31;Cliente 2766;;SP;;2;-1;0
2.767;1;31;Cliente 2767;;SP;;2;-1;0
2.768;1;31;Cliente 2768;;SP;;1;-1;0
2.769;1;31;Cliente 2769;SAO PAULO;SP;;1;-1;0
2.770;1;31;Cliente 2770;SAO PAULO;SP;;1;-1;0
2.771;1;31;Cliente 2771;SAO PAULO;SP;;1;-1;0
2.772;1;31;Cliente 2772;SAO PAULO;SP;;1;-1;0
2.773;1;31;Cliente 2773;SAO PAULO;SP;;1;-1;0
2.774;1;31;Cliente 2774;SAO PAULO;SP;;1;-1;0
2.775;1;31;Cliente 2775;;SP;;1;-1;0
2.776;1;31;Cliente 2776;;SP;;1;-1;0
2.777;1;31;Cliente 2777;;SP;;1;-1;0
2.778;1;31;Cliente 2778;SDAO PAULO;SP;;1;-1;0
2.779;1;31;Cliente 2779;;SP;;1;-1;0
2.780;1;31;Cliente 2780;;SP;;1;-1;0
2.781;1;31;Cliente 2781;SAO PAULO;SP;;1;-1;0
2.782;1;31;Cliente 2782;SAO PAULO;SP;;1;-1;0
2.783;1;31;Cliente 2783;SAO PAULO;SP;;1;-1;0
2.784;1;31;Cliente 2784;;SP;;1;-1;0
2.785;1;31;Cliente 2785;SAO PAULO;SP;;1;0;0
2.786;1;31;Cliente 2786;SAO PAULO;SP;;1;-1;0
2.788;1;31;Cliente 2788;;SP;;1;-1;0
2.789;1;31;Cliente 2789;;SP;;1;-1;0
2.790;1;31;Cliente 2790;;SP;;1;-1;0
2.791;1;31;Cliente 2791;;SP;;1;-1;0
2.792;1;31;Cliente 2792;são paulo;SP;;1;-1;0
2.793;1;31;Cliente 2793;;SP;;1;-1;0
2.794;1;31;Cliente 2794;;SP;;1;-1;0
2.795;1;31;Cliente 2795;;SP;;1;-1;0
2.796;1;31;Cliente 2796;sao paulo;SP;;1;-1;0
2.797;1;31;Cliente 2797;;SP;;1;-1;0
2.798;1;31;Cliente 2798;;SP;;1;-1;0
2.799;1;31;Cliente 2799;;SP;;1;-1;0
2.800;1;31;Cliente 2800;;SP;;1;-1;0
2.801;1;31;Cliente 2801;;SP;;1;-1;0
2.802;1;31;Cliente 2802;;SP;;1;-1;0
2.803;1;31;Cliente 2803;;SP;;1;-1;0
2.804;1;31;Cliente 2804;;SP;;1;-1;0
2.805;1;31;Cliente 2805;;SP;;1;-1;0
2.806;1;31;Cliente 2806;;SP;;1;-1;0
2.807;1;31;Cliente 2807;;SP;;1;-1;0
2.808;1;31;Cliente 2808;SAO PAULO;SP;;1;-1;0
2.809;1;31;Cliente 2809;;SP;;1;-1;0
2.810;1;31;Cliente 2810;;SP;;1;-1;0
2.811;1;31;Cliente 2811;;SP;;1;-1;0
2.812;1;31;Cliente 2812;;SP;;1;-1;0
2.813;1;31;Cliente 2813;;SP;;1;-1;0
2.814;1;31;Cliente 2814;;SP;;1;-1;0
2.815;1;31;Cliente 2815;;SP;;1;-1;0
2.816;1;31;Cliente 2816;;SP;;2;-1;0
2.817;1;31;Cliente 2817;;SP;;1;-1;0
2.818;1;31;Cliente 2818;;SP;;1;-1;0
2.819;1;31;Cliente 2819;;SP;;1;-1;0
2.820;1;31;Cliente 2820;;SP;;1;-1;0
2.821;1;31;Cliente 2821;;SP;;1;-1;0
2.822;1;31;Cliente 2822;;SP;;1;-1;0
2.823;1;31;Cliente 2823;;SP;;1;-1;0
2.824;1;31;Cliente 2824;;SP;;1;-1;0
2.825;1;31;Cliente 2825;SAO PAULO;SP;;1;-1;0
2.826;1;31;Cliente 2826;;SP;;1;-1;0
2.827;1;31;Cliente 2827;;SP;;1;-1;0
2.828;1;31;Cliente 2828;;SP;;1;-1;0
2.829;1;31;Cliente 2829;;SP;;1;-1;0
2.830;1;31;Cliente 2830;;SP;;1;-1;0
2.831;1;31;Cliente 2831;;SP;;1;-1;0
2.832;1;31;Cliente 2832;;SP;;1;-1;0
2.833;1;31;Cliente 2833;;SP;;1;-1;0
2.834;1;31;Cliente 2834;;SP;;1;-1;0
2.835;1;31;Cliente 2835;;SP;;1;-1;0
2.836;1;31;Cliente 2836;;SP;;1;-1;0
2.837;1;31;Cliente 2837;;SP;;1;-1;0
2.838;1;31;Cliente 2838;;SP;;1;-1;0
2.839;1;31;Cliente 2839;;SP;;1;-1;0
2.840;1;31;Cliente 2840;;SP;;1;-1;0
2.841;1;31;Cliente 2841;;SP;;1;-1;0
2.842;1;31;Cliente 2842;;SP;;1;-1;0
2.843;1;31;Cliente 2843;;SP;;1;-1;0
2.844;1;31;Cliente 2844;;SP;;1;-1;0
2.845;1;31;Cliente 2845;;SP;;1;-1;0
2.846;1;31;Cliente 2846;;SP;;1;-1;0
2.847;1;31;Cliente 2847;;SP;;1;-1;0
2.848;1;31;Cliente 2848;;SP;;1;-1;0
2.849;1;31;Cliente 2849;;SP;;1;-1;0
2.850;1;31;Cliente 2850;;SP;;1;-1;0
2.851;1;31;Cliente 2851;;SP;;1;-1;0
2.852;1;31;Cliente 2852;;SP;;1;-1;0
2.853;1;31;Cliente 2853;;SP;;1;-1;0
2.854;1;31;Cliente 2854;;SP;;1;-1;0
2.855;1;31;Cliente 2855;;SP;;1;-1;0
2.856;1;31;Cliente 2856;;SP;;1;-1;0
2.857;1;31;Cliente 2857;;SP;;1;-1;0
2.858;1;31;Cliente 2858;;SP;;1;-1;0
2.859;1;31;Cliente 2859;;SP;;1;-1;0
2.860;1;31;Cliente 2860;;SP;;1;-1;0
2.861;1;31;Cliente 2861;;SP;;1;-1;0
2.862;1;31;Cliente 2862;;SP;;1;-1;0
2.863;1;31;Cliente 2863;;SP;;1;-1;0
2.864;1;31;Cliente 2864;;SP;;1;-1;0
2.865;1;31;Cliente 2865;;SP;;1;-1;0
2.866;1;31;Cliente 2866;;SP;;1;-1;0
2.867;1;31;Cliente 2867;;SP;;1;-1;0
2.868;1;31;Cliente 2868;;SP;;1;-1;0
2.869;1;31;Cliente 2869;;SP;;1;-1;0
2.870;1;31;Cliente 2870;;SP;;1;-1;0
2.871;1;31;Cliente 2871;;SP;;1;-1;0
2.872;1;31;Cliente 2872;;SP;;1;-1;0
2.873;1;31;Cliente 2873;;SP;;1;-1;0
2.874;1;31;Cliente 2874;;SP;;1;-1;0
2.875;1;31;Cliente 2875;;SP;;1;-1;0
2.876;1;31;Cliente 2876;SAO PAULO;SP;;1;-1;0
2.877;1;31;Cliente 2877;;SP;;1;-1;0
2.878;1;31;Cliente 2878;;SP;;1;-1;0
2.879;1;31;Cliente 2879;;SP;;1;-1;0
2.880;1;31;Cliente 2880;;SP;;1;-1;0
2.881;1;31;Cliente 2881;;SP;;1;-1;0
2.882;1;31;Cliente 2882;;SP;;1;-1;0
2.883;1;31;Cliente 2883;;SP;;1;-1;0
2.884;1;31;Cliente 2884;;SP;;1;-1;0
2.885;1;31;Cliente 2885;;SP;;1;-1;0
2.886;1;31;Cliente 2886;;SP;;1;-1;0
2.887;1;31;Cliente 2887;;SP;;1;-1;0
2.888;1;31;Cliente 2888;;SP;;1;-1;0
2.889;1;31;Cliente 2889;;SP;;1;-1;0
2.890;1;31;Cliente 2890;;SP;;1;-1;0
2.891;1;31;Cliente 2891;;SP;;1;-1;0
2.892;1;31;Cliente 2892;;SP;;1;-1;0
2.893;1;31;Cliente 2893;;SP;;1;-1;0
2.894;1;31;Cliente 2894;;SP;;1;-1;0
2.895;1;31;Cliente 2895;;SP;;1;-1;0
2.896;1;31;Cliente 2896;;SP;;1;-1;0
2.897;1;31;Cliente 2897;;SP;;1;-1;0
2.898;1;31;Cliente 2898;;SP;;1;-1;0
2.899;1;31;Cliente 2899;;SP;;1;-1;0
2.900;1;31;Cliente 2900;;SP;;1;-1;0
2.901;1;31;Cliente 2901;;SP;;1;-1;0
2.902;1;31;Cliente 2902;;SP;;1;-1;0
2.904;1;31;Cliente 2904;;SP;;1;-1;0
2.905;1;31;Cliente 2905;;SP;;1;-1;0
2.906;1;31;Cliente 2906;;SP;;1;-1;0
2.907;1;31;Cliente 2907;;SP;;1;-1;0
2.908;1;31;Cliente 2908;;SP;;1;-1;0
2.909;1;31;Cliente 2909;;SP;;1;-1;0
2.910;1;31;Cliente 2910;;SP;;1;-1;0
2.911;1;31;Cliente 2911;;SP;;1;-1;0
2.912;1;31;Cliente 2912;;SP;;1;-1;0
2.913;1;31;Cliente 2913;;SP;;1;-1;0
2.914;1;31;Cliente 2914;;SP;;1;-1;0
2.915;1;31;Cliente 2915;;SP;;1;-1;0
2.916;1;31;Cliente 2916;;SP;;1;-1;0
2.917;1;31;Cliente 2917;;SP;;1;-1;0
2.918;1;31;Cliente 2918;;SP;;1;-1;0
2.919;1;31;Cliente 2919;SAO PAULO;SP;;1;-1;0
2.920;1;31;Cliente 2920;;SP;;1;-1;0
2.921;1;31;Cliente 2921;;SP;;1;-1;0
2.922;1;31;Cliente 2922;;SP;;1;-1;0
2.923;1;31;Cliente 2923;;SP;;1;-1;0
2.924;1;31;Cliente 2924;;SP;;1;-1;0
2.925;1;31;Cliente 2925;;SP;;1;-1;0
2.926;1;31;Cliente 2926;;SP;;1;-1;0
2.928;1;31;Cliente 2928;;SP;;1;-1;0
2.929;1;31;Cliente 2929;;SP;;1;-1;0
2.930;1;31;Cliente 2930;;SP;;1;-1;0
2.931;1;31;Cliente 2931;;SP;;1;-1;0
2.932;1;31;Cliente 2932;;SP;;1;-1;0
2.933;1;31;Cliente 2933;;SP;;1;-1;0
2.934;1;31;Cliente 2934;;SP;;1;-1;0
2.935;1;31;Cliente 2935;;SP;;1;-1;0
2.937;1;31;Cliente 2937;;SP;;1;-1;0
2.938;1;31;Cliente 2938;;SP;;1;-1;0
2.939;1;31;Cliente 2939;;SP;;1;-1;0
2.940;1;31;Cliente 2940;;SP;;1;-1;0
2.941;1;31;Cliente 2941;;SP;;1;-1;0
2.942;1;31;Cliente 2942;;SP;;1;-1;0
2.943;1;31;Cliente 2943;;SP;;1;-1;0
2.944;1;31;Cliente 2944;;SP;;1;-1;0
2.945;1;31;Cliente 2945;;SP;;1;-1;0
2.946;1;31;Cliente 2946;;SP;;1;-1;0
2.947;1;31;Cliente 2947;;SP;;1;-1;0
2.948;1;31;Cliente 2948;;SP;;1;-1;0
2.949;1;31;Cliente 2949;;SP;;1;-1;0
2.950;1;31;Cliente 2950;;SP;;1;-1;0
2.951;1;31;Cliente 2951;;SP;;1;-1;0
2.952;1;22;Cliente 2952;;SP;;1;-1;0
2.953;1;31;Cliente 2953;são paulo;SP;;1;-1;0
2.954;1;31;Cliente 2954;;SP;;1;-1;0
2.955;1;31;Cliente 2955;;SP;;1;-1;0
2.956;1;31;Cliente 2956;;SP;;1;-1;0
2.957;1;31;Cliente 2957;;SP;;1;-1;0
2.958;1;31;Cliente 2958;;SP;;1;-1;0
2.959;1;31;Cliente 2959;;SP;;1;-1;0
2.960;1;31;Cliente 2960;;SP;;1;-1;0
2.961;1;31;Cliente 2961;;SP;;1;-1;0
2.962;1;31;Cliente 2962;;SP;;1;-1;0
2.963;1;31;Cliente 2963;;SP;;1;-1;0
2.964;1;31;Cliente 2964;;SP;;1;-1;0
2.965;1;31;Cliente 2965;;SP;;1;-1;0
2.966;1;31;Cliente 2966;;SP;;1;-1;0
2.967;1;9;Cliente 2967;SAO PAULO;SP;3550308;2;-1;14
2.968;1;31;Cliente 2968;;SP;;1;-1;0
2.969;1;9;Cliente 2969;SÃO PAULO;SP;3550308;2;-1;28
2.970;1;31;Cliente 2970;;SP;;1;-1;0
2.971;1;31;Cliente 2971;;SP;;1;-1;0
2.972;1;31;Cliente 2972;;SP;;1;-1;0
2.973;1;31;Cliente 2973;;SP;;1;-1;0
2.974;1;31;Cliente 2974;;SP;;1;-1;0
2.975;1;31;Cliente 2975;;SP;;1;-1;0
2.976;1;9;Cliente 2976;SAO PAULO;SP;3550308;2;0;0
2.977;1;9;Cliente 2977;SÃO PAULO;SP;3550308;2;-1;14
2.978;1;9;Cliente 2978;SAO PAULO;SP;3550308;2;-1;0
2.979;1;9;Cliente 2979;SÃO PAULO;SP;3550308;2;-1;14
2.980;1;31;Cliente 2980;;SP;;1;-1;0
2.981;1;31;Cliente 2981;;SP;;1;-1;0
2.982;1;31;Cliente 2982;;SP;;1;-1;0
2.983;1;31;Cliente 2983;SÃO PAULO;SP;;1;-1;0
2.984;1;31;Cliente 2984;;SP;;1;-1;0
2.985;1;31;Cliente 2985;;SP;;1;-1;0
2.986;1;31;Cliente 2986;;SP;;1;-1;0
2.987;1;31;Cliente 2987;;SP;;1;-1;0
2.988;1;31;Cliente 2988;;SP;;1;-1;0
2.989;1;31;Cliente 2989;;SP;;1;-1;0
2.990;1;31;Cliente 2990;;SP;;1;-1;0
2.991;1;31;Cliente 2991;;SP;;1;-1;0
2.992;1;31;Cliente 2992;;SP;;1;-1;0
2.993;1;31;Cliente 2993;;SP;;1;-1;0
2.994;1;31;Cliente 2994;;SP;;1;-1;0
2.995;1;31;Cliente 2995;;SP;;1;-1;0
2.996;1;31;Cliente 2996;;SP;;1;-1;0
2.997;1;9;Cliente 2997;SAO PAULO;SP;3550308;2;-1;14
2.999;1;31;Cliente 2999;SAO PAULO;SP;;1;-1;0
3.000;1;31;Cliente 3000;SAO PAULO;SP;;1;-1;0
3.002;1;31;Cliente 3002;;SP;;2;-1;0
3.003;1;31;Cliente 3003;;SP;;1;-1;0
3.004;1;31;Cliente 3004;;SP;;1;-1;0
3.005;1;31;Cliente 3005;;SP;;1;-1;0
3.006;1;31;Cliente 3006;;SP;;1;-1;0
3.007;1;31;Cliente 3007;;SP;;1;-1;0
3.008;1;31;Cliente 3008;SAO PAULO;SP;;1;-1;0
3.009;1;31;Cliente 3009;SAO PAULO;SP;;1;-1;0
3.010;1;31;Cliente 3010;SAO PAULO;SP;;1;-1;0
3.011;1;31;Cliente 3011;SAO PAULO;SP;;1;-1;0
3.012;1;31;Cliente 3012;SAO PAULO;SP;;1;-1;0
3.013;1;31;Cliente 3013;;SP;;1;-1;0
3.015;1;31;Cliente 3015;;SP;;1;-1;0
3.016;1;31;Cliente 3016;;SP;;1;-1;0
3.017;1;31;Cliente 3017;SÃO PAULO;SP;;1;-1;0
3.018;1;31;Cliente 3018;;SP;;1;-1;0
3.019;1;31;Cliente 3019;SAÕ PAULO;SP;;1;-1;0
3.020;1;31;Cliente 3020;SÃO PAULO;SP;;2;-1;0
3.021;1;31;Cliente 3021;;SP;;1;-1;0
3.022;1;31;Cliente 3022;SÃO PAULO;SP;;1;-1;0
3.023;1;31;Cliente 3023;SÃO PAULO;SP;;1;-1;0
3.025;1;31;Cliente 3025;;SP;;1;-1;0
3.026;1;31;Cliente 3026;;SP;;1;-1;0
3.027;1;31;Cliente 3027;;SP;;1;-1;0
3.028;1;31;Cliente 3028;;SP;;1;-1;0
3.029;1;31;Cliente 3029;;SP;;1;-1;0
3.030;1;31;Cliente 3030;;SP;;1;-1;0
3.031;1;31;Cliente 3031;;SP;;1;-1;0
3.032;1;31;Cliente 3032;;SP;;1;-1;0
3.033;1;31;Cliente 3033;;SP;;1;-1;0
3.034;1;31;Cliente 3034;;SP;;1;-1;0
3.035;1;22;Cliente 3035;;SP;;1;-1;0
3.036;1;31;Cliente 3036;;SP;;1;-1;0
3.037;1;31;Cliente 3037;;SP;;1;-1;0
3.038;1;31;Cliente 3038;;SP;;1;-1;0
3.039;1;31;Cliente 3039;;SP;;1;-1;0
3.040;1;31;Cliente 3040;;SP;;1;-1;0
3.041;1;31;Cliente 3041;;SP;;1;-1;0
3.042;1;31;Cliente 3042;;SP;;1;-1;0
3.043;1;31;Cliente 3043;;SP;;1;-1;0
3.044;1;31;Cliente 3044;;SP;;1;-1;0
3.045;1;31;Cliente 3045;;SP;;1;-1;0
3.046;1;31;Cliente 3046;;SP;;1;-1;0
3.047;1;31;Cliente 3047;;SP;;1;-1;0
3.048;1;31;Cliente 3048;SAO PAULO;SP;;1;-1;0
3.049;1;31;Cliente 3049;;SP;;1;-1;0
3.050;1;31;Cliente 3050;;SP;;1;-1;0
3.051;1;31;Cliente 3051;;SP;;1;-1;0
3.052;1;31;Cliente 3052;;SP;;1;-1;0
3.053;1;31;Cliente 3053;;SP;;1;-1;0
3.054;1;31;Cliente 3054;;SP;;1;-1;0
3.055;1;31;Cliente 3055;;SP;;1;-1;0
3.056;1;31;Cliente 3056;;SP;;1;-1;0
3.057;1;31;Cliente 3057;;SP;;1;-1;0
3.058;1;31;Cliente 3058;;SP;;1;-1;0
3.059;1;31;Cliente 3059;;SP;;1;-1;0
3.060;1;31;Cliente 3060;;SP;;1;-1;0
3.061;1;31;Cliente 3061;;SP;;1;-1;0
3.062;1;31;Cliente 3062;SAO PAULO;SP;3550308;2;-1;0
3.063;1;31;Cliente 3063;;SP;;1;-1;0
3.064;1;31;Cliente 3064;;SP;;1;-1;0
3.065;1;31;Cliente 3065;;SP;;1;-1;0
3.066;1;31;Cliente 3066;;SP;;1;-1;0
3.067;1;31;Cliente 3067;;SP;;1;-1;0
3.068;1;31;Cliente 3068;;SP;;2;-1;0
3.069;1;31;Cliente 3069;;SP;;1;-1;0
3.070;1;31;Cliente 3070;;SP;;1;-1;0
3.071;1;31;Cliente 3071;;SP;;1;-1;0
3.072;1;31;Cliente 3072;;SP;;1;-1;0
3.073;1;31;Cliente 3073;;SP;;1;-1;0
3.074;1;31;Cliente 3074;;SP;;1;-1;0
3.075;1;31;Cliente 3075;;SP;;1;-1;0
3.076;1;31;Cliente 3076;;SP;;1;-1;0
3.077;1;31;Cliente 3077;;SP;;1;-1;0
3.078;1;31;Cliente 3078;;SP;;1;-1;0
3.079;1;9;Cliente 3079;SAO PAULO;SP;3550308;2;-1;0
3.080;1;31;Cliente 3080;;SP;;1;-1;0
3.081;1;31;Cliente 3081;;SP;;1;-1;0
3.082;1;31;Cliente 3082;;SP;;1;-1;0
3.083;1;31;Cliente 3083;;SP;;1;-1;0
3.084;1;31;Cliente 3084;;SP;;1;-1;0
3.085;1;31;Cliente 3085;;SP;;1;-1;0
3.086;1;31;Cliente 3086;;SP;;1;-1;0
3.087;1;31;Cliente 3087;;SP;;1;-1;0
3.088;1;31;Cliente 3088;;SP;;1;-1;0
3.089;1;31;Cliente 3089;;SP;;2;-1;0
3.090;1;31;Cliente 3090;TORRE ARUDA;SP;;1;-1;0
3.091;1;31;Cliente 3091;;SP;;1;-1;0
3.092;1;31;Cliente 3092;;SP;;1;-1;0
3.093;1;31;Cliente 3093;;SP;;1;-1;0
3.094;1;31;Cliente 3094;;SP;;1;-1;0
3.095;1;31;Cliente 3095;;SP;;1;-1;0
3.096;1;31;Cliente 3096;;SP;;2;-1;0
3.097;1;31;Cliente 3097;;SP;;1;-1;0
3.098;1;31;Cliente 3098;;SP;;1;-1;0
3.099;1;31;Cliente 3099;;SP;;1;-1;0
3.100;1;28;Cliente 3100;SAO PAULO;SP;3550308;2;-1;14
3.101;1;31;Cliente 3101;;SP;;1;-1;0
3.102;1;31;Cliente 3102;;SP;;1;-1;0
3.103;1;31;Cliente 3103;;SP;;2;-1;0
3.104;1;31;Cliente 3104;;SP;;1;-1;0
3.105;1;31;Cliente 3105;;SP;;1;-1;0
3.106;1;31;Cliente 3106;;SP;;1;-1;0
3.107;1;31;Cliente 3107;;SP;;1;-1;0
3.108;1;31;Cliente 3108;;SP;;1;-1;0
3.109;1;31;Cliente 3109;;SP;;1;-1;0
3.110;1;31;Cliente 3110;;SP;;1;-1;0
3.111;1;31;Cliente 3111;;SP;;1;-1;0
3.112;1;31;Cliente 3112;;SP;;2;-1;0
3.113;1;31;Cliente 3113;;SP;;2;-1;0
3.114;1;31;Cliente 3114;;SP;;2;-1;0
3.115;1;31;Cliente 3115;;SP;;1;-1;0
3.116;1;31;Cliente 3116;;SP;;1;-1;0
3.117;1;31;Cliente 3117;;SP;;1;-1;0
3.118;1;31;Cliente 3118;;SP;;1;-1;0
3.119;1;31;Cliente 3119;;SP;;2;-1;0
3.120;1;31;Cliente 3120;;SP;;1;-1;0
3.121;1;31;Cliente 3121;;SP;;1;-1;0
3.122;1;31;Cliente 3122;;SP;;2;-1;0
3.123;1;31;Cliente 3123;;SP;;1;-1;0
3.124;1;31;Cliente 3124;;SP;;2;-1;0
